gene_id	module_no	colors
ENSG00000236058	3	brown
ENSG00000236088	10	purple
ENSG00000236090	3	brown
ENSG00000236104	19	lightyellow
ENSG00000236120	2	blue
ENSG00000236137	13	salmon
ENSG00000236144	1	turquoise
ENSG00000236255	1	turquoise
ENSG00000236287	15	midnightblue
ENSG00000236377	13	salmon
ENSG00000236423	3	brown
ENSG00000236432	24	darkgrey
ENSG00000236439	2	blue
ENSG00000236552	2	blue
ENSG00000236609	1	turquoise
ENSG00000236618	3	brown
ENSG00000236671	1	turquoise
ENSG00000236682	2	blue
ENSG00000236698	1	turquoise
ENSG00000236699	12	tan
ENSG00000236753	10	purple
ENSG00000236778	10	purple
ENSG00000236790	1	turquoise
ENSG00000236810	3	brown
ENSG00000236824	2	blue
ENSG00000236830	5	green
ENSG00000236859	15	midnightblue
ENSG00000236876	3	brown
ENSG00000236901	9	magenta
ENSG00000236914	2	blue
ENSG00000236915	23	darkturquoise
ENSG00000236935	8	pink
ENSG00000236992	20	royalblue
ENSG00000237036	1	turquoise
ENSG00000237037	5	green
ENSG00000237070	2	blue
ENSG00000237080	4	yellow
ENSG00000237125	17	grey60
ENSG00000237149	1	turquoise
ENSG00000237172	1	turquoise
ENSG00000237187	8	pink
ENSG00000237188	31	paleturquoise
ENSG00000237190	3	brown
ENSG00000237232	1	turquoise
ENSG00000237248	4	yellow
ENSG00000237264	19	lightyellow
ENSG00000237289	4	yellow
ENSG00000237298	1	turquoise
ENSG00000237310	8	pink
ENSG00000237330	2	blue
ENSG00000237356	13	salmon
ENSG00000237361	1	turquoise
ENSG00000237380	11	greenyellow
ENSG00000237424	9	magenta
ENSG00000237440	23	darkturquoise
ENSG00000237441	1	turquoise
ENSG00000237476	5	green
ENSG00000237489	2	blue
ENSG00000237491	1	turquoise
ENSG00000237499	9	magenta
ENSG00000237506	3	brown
ENSG00000237515	17	grey60
ENSG00000237523	20	royalblue
ENSG00000237541	14	cyan
ENSG00000237592	21	darkred
ENSG00000237638	3	brown
ENSG00000237643	11	greenyellow
ENSG00000237649	1	turquoise
ENSG00000237651	13	salmon
ENSG00000237729	2	blue
ENSG00000237753	33	darkolivegreen
ENSG00000237765	3	brown
ENSG00000237773	3	brown
ENSG00000237807	6	red
ENSG00000237877	15	midnightblue
ENSG00000237883	2	blue
ENSG00000237940	4	yellow
ENSG00000237943	1	turquoise
ENSG00000237945	10	purple
ENSG00000237973	2	blue
ENSG00000238005	15	midnightblue
ENSG00000238009	9	magenta
ENSG00000238035	17	grey60
ENSG00000238045	4	yellow
ENSG00000238072	20	royalblue
ENSG00000238083	24	darkgrey
ENSG00000238113	1	turquoise
ENSG00000238121	6	red
ENSG00000238142	3	brown
ENSG00000238164	4	yellow
ENSG00000238197	1	turquoise
ENSG00000238227	1	turquoise
ENSG00000239205	4	yellow
ENSG00000239213	18	lightgreen
ENSG00000239264	3	brown
ENSG00000239282	3	brown
ENSG00000239305	4	yellow
ENSG00000239306	1	turquoise
ENSG00000239382	1	turquoise
ENSG00000239470	3	brown
ENSG00000239523	22	darkgreen
ENSG00000239569	5	green
ENSG00000239571	5	green
ENSG00000239672	1	turquoise
ENSG00000239697	5	green
ENSG00000239713	4	yellow
ENSG00000239779	2	blue
ENSG00000239789	8	pink
ENSG00000239797	1	turquoise
ENSG00000239819	2	blue
ENSG00000239830	15	midnightblue
ENSG00000239855	5	green
ENSG00000239857	8	pink
ENSG00000239862	2	blue
ENSG00000239887	4	yellow
ENSG00000239900	3	brown
ENSG00000239911	4	yellow
ENSG00000239951	5	green
ENSG00000239998	1	turquoise
ENSG00000240038	30	steelblue
ENSG00000240053	1	turquoise
ENSG00000240057	7	black
ENSG00000240065	33	darkolivegreen
ENSG00000240087	3	brown
ENSG00000240137	5	green
ENSG00000240184	1	turquoise
ENSG00000240207	18	lightgreen
ENSG00000240230	15	midnightblue
ENSG00000240288	6	red
ENSG00000240291	1	turquoise
ENSG00000240303	1	turquoise
ENSG00000240342	21	darkred
ENSG00000240344	15	midnightblue
ENSG00000240376	3	brown
ENSG00000240382	5	green
ENSG00000240401	2	blue
ENSG00000240409	2	blue
ENSG00000240429	1	turquoise
ENSG00000240445	1	turquoise
ENSG00000240498	2	blue
ENSG00000240505	5	green
ENSG00000240563	1	turquoise
ENSG00000240583	5	green
ENSG00000240668	13	salmon
ENSG00000240671	2	blue
ENSG00000240674	11	greenyellow
ENSG00000240682	11	greenyellow
ENSG00000240694	1	turquoise
ENSG00000240747	3	brown
ENSG00000240771	11	greenyellow
ENSG00000240809	4	yellow
ENSG00000240849	1	turquoise
ENSG00000240854	1	turquoise
ENSG00000240857	3	brown
ENSG00000240859	21	darkred
ENSG00000240864	21	darkred
ENSG00000240875	26	darkorange
ENSG00000240891	5	green
ENSG00000240972	11	greenyellow
ENSG00000240990	23	darkturquoise
ENSG00000241015	15	midnightblue
ENSG00000241058	1	turquoise
ENSG00000241106	4	yellow
ENSG00000241127	3	brown
ENSG00000241186	1	turquoise
ENSG00000241224	2	blue
ENSG00000241244	5	green
ENSG00000241258	1	turquoise
ENSG00000241288	5	green
ENSG00000241294	5	green
ENSG00000241316	19	lightyellow
ENSG00000241322	1	turquoise
ENSG00000241343	3	brown
ENSG00000241351	5	green
ENSG00000241360	2	blue
ENSG00000241370	3	brown
ENSG00000241388	4	yellow
ENSG00000241399	4	yellow
ENSG00000241404	1	turquoise
ENSG00000241468	3	brown
ENSG00000241478	21	darkred
ENSG00000241484	3	brown
ENSG00000241489	18	lightgreen
ENSG00000241494	20	royalblue
ENSG00000241506	13	salmon
ENSG00000241553	2	blue
ENSG00000241566	27	white
ENSG00000241635	4	yellow
ENSG00000241644	10	purple
ENSG00000241684	14	cyan
ENSG00000241685	2	blue
ENSG00000241741	5	green
ENSG00000241743	4	yellow
ENSG00000241755	5	green
ENSG00000241764	2	blue
ENSG00000241769	1	turquoise
ENSG00000241837	2	blue
ENSG00000241839	1	turquoise
ENSG00000241852	13	salmon
ENSG00000241860	10	purple
ENSG00000241878	1	turquoise
ENSG00000241945	18	lightgreen
ENSG00000241973	6	red
ENSG00000241975	29	saddlebrown
ENSG00000241990	3	brown
ENSG00000242028	3	brown
ENSG00000242060	3	brown
ENSG00000242071	3	brown
ENSG00000242076	5	green
ENSG00000242086	4	yellow
ENSG00000242110	3	brown
ENSG00000242114	2	blue
ENSG00000242125	16	lightcyan
ENSG00000242147	18	lightgreen
ENSG00000242247	5	green
ENSG00000242258	4	yellow
ENSG00000242259	2	blue
ENSG00000242265	12	tan
ENSG00000242282	10	purple
ENSG00000242288	25	orange
ENSG00000242299	2	blue
ENSG00000242366	4	yellow
ENSG00000242371	21	darkred
ENSG00000242372	11	greenyellow
ENSG00000242407	15	midnightblue
ENSG00000242445	11	greenyellow
ENSG00000242474	8	pink
ENSG00000242477	3	brown
ENSG00000242485	3	brown
ENSG00000242498	6	red
ENSG00000242515	4	yellow
ENSG00000242516	21	darkred
ENSG00000242534	5	green
ENSG00000242571	11	greenyellow
ENSG00000242574	4	yellow
ENSG00000242580	2	blue
ENSG00000242588	1	turquoise
ENSG00000242590	10	purple
ENSG00000242612	2	blue
ENSG00000242616	3	brown
ENSG00000242622	1	turquoise
ENSG00000242732	7	black
ENSG00000242766	5	green
ENSG00000242779	9	magenta
ENSG00000242802	1	turquoise
ENSG00000242852	1	turquoise
ENSG00000242861	1	turquoise
ENSG00000242960	2	blue
ENSG00000242970	2	blue
ENSG00000243004	1	turquoise
ENSG00000243056	3	brown
ENSG00000243063	2	blue
ENSG00000243071	11	greenyellow
ENSG00000243147	3	brown
ENSG00000243156	7	black
ENSG00000243176	6	red
ENSG00000243181	11	greenyellow
ENSG00000243199	11	greenyellow
ENSG00000243207	20	royalblue
ENSG00000243238	5	green
ENSG00000243244	1	turquoise
ENSG00000243264	5	green
ENSG00000243279	1	turquoise
ENSG00000243289	12	tan
ENSG00000243290	5	green
ENSG00000243302	9	magenta
ENSG00000243317	3	brown
ENSG00000243335	1	turquoise
ENSG00000243364	22	darkgreen
ENSG00000243403	3	brown
ENSG00000243449	14	cyan
ENSG00000243466	5	green
ENSG00000243477	1	turquoise
ENSG00000243479	1	turquoise
ENSG00000243509	10	purple
ENSG00000243517	20	royalblue
ENSG00000243554	8	pink
ENSG00000243646	2	blue
ENSG00000243649	28	skyblue
ENSG00000243660	3	brown
ENSG00000243667	1	turquoise
ENSG00000243678	3	brown
ENSG00000243679	6	red
ENSG00000243701	26	darkorange
ENSG00000243708	10	purple
ENSG00000243709	5	green
ENSG00000243716	9	magenta
ENSG00000243725	3	brown
ENSG00000243746	3	brown
ENSG00000243749	3	brown
ENSG00000243766	13	salmon
ENSG00000243789	3	brown
ENSG00000243811	9	magenta
ENSG00000243896	7	black
ENSG00000243926	3	brown
ENSG00000243927	2	blue
ENSG00000243943	22	darkgreen
ENSG00000243955	5	green
ENSG00000243960	1	turquoise
ENSG00000243964	20	royalblue
ENSG00000243989	2	blue
ENSG00000244005	11	greenyellow
ENSG00000244021	2	blue
ENSG00000244038	5	green
ENSG00000244041	5	green
ENSG00000244045	2	blue
ENSG00000244055	9	magenta
ENSG00000244115	13	salmon
ENSG00000244116	5	green
ENSG00000244165	9	magenta
ENSG00000244187	3	brown
ENSG00000244198	1	turquoise
ENSG00000244239	22	darkgreen
ENSG00000244270	2	blue
ENSG00000244274	2	blue
ENSG00000244300	15	midnightblue
ENSG00000244313	8	pink
ENSG00000244363	3	brown
ENSG00000244398	3	brown
ENSG00000244405	1	turquoise
ENSG00000244437	5	green
ENSG00000244459	3	brown
ENSG00000244462	1	turquoise
ENSG00000244482	1	turquoise
ENSG00000244486	1	turquoise
ENSG00000244509	22	darkgreen
ENSG00000244575	5	green
ENSG00000244582	8	pink
ENSG00000244625	15	midnightblue
ENSG00000244649	1	turquoise
ENSG00000244682	7	black
ENSG00000244687	1	turquoise
ENSG00000244694	1	turquoise
ENSG00000244701	1	turquoise
ENSG00000244716	2	blue
ENSG00000244731	1	turquoise
ENSG00000244734	13	salmon
ENSG00000244754	1	turquoise
ENSG00000244879	1	turquoise
ENSG00000245017	2	blue
ENSG00000245025	12	tan
ENSG00000245060	3	brown
ENSG00000245080	4	yellow
ENSG00000245146	18	lightgreen
ENSG00000245149	1	turquoise
ENSG00000245205	22	darkgreen
ENSG00000245213	4	yellow
ENSG00000245248	26	darkorange
ENSG00000245275	12	tan
ENSG00000245281	8	pink
ENSG00000245293	2	blue
ENSG00000245317	22	darkgreen
ENSG00000245498	1	turquoise
ENSG00000245532	24	darkgrey
ENSG00000245534	22	darkgreen
ENSG00000245552	2	blue
ENSG00000245556	22	darkgreen
ENSG00000245571	1	turquoise
ENSG00000245573	22	darkgreen
ENSG00000245648	8	pink
ENSG00000245680	6	red
ENSG00000245694	10	purple
ENSG00000245750	2	blue
ENSG00000245848	2	blue
ENSG00000245849	9	magenta
ENSG00000245910	8	pink
ENSG00000245937	10	purple
ENSG00000246067	15	midnightblue
ENSG00000246089	2	blue
ENSG00000246090	12	tan
ENSG00000246174	1	turquoise
ENSG00000246223	5	green
ENSG00000246263	1	turquoise
ENSG00000246273	8	pink
ENSG00000246560	2	blue
ENSG00000246582	1	turquoise
ENSG00000246695	1	turquoise
ENSG00000246705	2	blue
ENSG00000246898	1	turquoise
ENSG00000246922	12	tan
ENSG00000246985	25	orange
ENSG00000247011	25	orange
ENSG00000247077	16	lightcyan
ENSG00000247081	8	pink
ENSG00000247092	10	purple
ENSG00000247095	2	blue
ENSG00000247121	4	yellow
ENSG00000247134	33	darkolivegreen
ENSG00000247137	1	turquoise
ENSG00000247199	15	midnightblue
ENSG00000247240	22	darkgreen
ENSG00000247271	2	blue
ENSG00000247287	18	lightgreen
ENSG00000247315	1	turquoise
ENSG00000247373	1	turquoise
ENSG00000247400	1	turquoise
ENSG00000247498	3	brown
ENSG00000247516	2	blue
ENSG00000247556	6	red
ENSG00000247572	1	turquoise
ENSG00000247595	8	pink
ENSG00000247596	3	brown
ENSG00000247626	1	turquoise
ENSG00000247627	5	green
ENSG00000247708	1	turquoise
ENSG00000247728	2	blue
ENSG00000247746	1	turquoise
ENSG00000247774	4	yellow
ENSG00000247796	8	pink
ENSG00000247828	4	yellow
ENSG00000247934	23	darkturquoise
ENSG00000247950	18	lightgreen
ENSG00000247982	10	purple
ENSG00000248008	3	brown
ENSG00000248019	6	red
ENSG00000248049	2	blue
ENSG00000248092	1	turquoise
ENSG00000248098	3	brown
ENSG00000248101	20	royalblue
ENSG00000248144	4	yellow
ENSG00000248161	2	blue
ENSG00000248243	15	midnightblue
ENSG00000248275	3	brown
ENSG00000248333	6	red
ENSG00000248360	1	turquoise
ENSG00000248405	12	tan
ENSG00000248429	12	tan
ENSG00000248487	5	green
ENSG00000248489	6	red
ENSG00000248508	2	blue
ENSG00000248527	2	blue
ENSG00000248571	12	tan
ENSG00000248592	31	paleturquoise
ENSG00000248596	5	green
ENSG00000248635	11	greenyellow
ENSG00000248643	13	salmon
ENSG00000248663	2	blue
ENSG00000248672	7	black
ENSG00000248690	13	salmon
ENSG00000248712	3	brown
ENSG00000248771	2	blue
ENSG00000248866	1	turquoise
ENSG00000248890	2	blue
ENSG00000248905	6	red
ENSG00000248919	1	turquoise
ENSG00000248923	4	yellow
ENSG00000248932	15	midnightblue
ENSG00000249007	1	turquoise
ENSG00000249026	5	green
ENSG00000249042	12	tan
ENSG00000249087	1	turquoise
ENSG00000249096	5	green
ENSG00000249115	1	turquoise
ENSG00000249141	3	brown
ENSG00000249167	2	blue
ENSG00000249209	1	turquoise
ENSG00000249242	1	turquoise
ENSG00000249249	4	yellow
ENSG00000249264	3	brown
ENSG00000249279	4	yellow
ENSG00000249345	5	green
ENSG00000249348	18	lightgreen
ENSG00000249353	11	greenyellow
ENSG00000249395	15	midnightblue
ENSG00000249437	6	red
ENSG00000249456	17	grey60
ENSG00000249464	5	green
ENSG00000249471	1	turquoise
ENSG00000249485	8	pink
ENSG00000249572	2	blue
ENSG00000249592	1	turquoise
ENSG00000249624	9	magenta
ENSG00000249637	2	blue
ENSG00000249669	1	turquoise
ENSG00000249673	2	blue
ENSG00000249709	2	blue
ENSG00000249731	1	turquoise
ENSG00000249751	8	pink
ENSG00000249825	31	paleturquoise
ENSG00000249846	10	purple
ENSG00000249855	2	blue
ENSG00000249859	1	turquoise
ENSG00000249863	1	turquoise
ENSG00000249898	2	blue
ENSG00000249915	15	midnightblue
ENSG00000249936	23	darkturquoise
ENSG00000249948	14	cyan
ENSG00000249992	1	turquoise
ENSG00000250011	24	darkgrey
ENSG00000250012	3	brown
ENSG00000250021	2	blue
ENSG00000250067	1	turquoise
ENSG00000250073	2	blue
ENSG00000250132	10	purple
ENSG00000250138	6	red
ENSG00000250144	2	blue
ENSG00000250151	18	lightgreen
ENSG00000250155	15	midnightblue
ENSG00000250159	4	yellow
ENSG00000250182	3	brown
ENSG00000250208	1	turquoise
ENSG00000250222	2	blue
ENSG00000250251	1	turquoise
ENSG00000250264	4	yellow
ENSG00000250266	2	blue
ENSG00000250303	2	blue
ENSG00000250305	12	tan
ENSG00000250312	13	salmon
ENSG00000250317	3	brown
ENSG00000250318	16	lightcyan
ENSG00000250320	2	blue
ENSG00000250326	9	magenta
ENSG00000250328	27	white
ENSG00000250337	1	turquoise
ENSG00000250474	23	darkturquoise
ENSG00000250479	4	yellow
ENSG00000250506	4	yellow
ENSG00000250508	22	darkgreen
ENSG00000250510	18	lightgreen
ENSG00000250539	2	blue
ENSG00000250565	1	turquoise
ENSG00000250571	6	red
ENSG00000250575	1	turquoise
ENSG00000250608	9	magenta
ENSG00000250616	15	midnightblue
ENSG00000250644	6	red
ENSG00000250722	2	blue
ENSG00000250742	7	black
ENSG00000250786	8	pink
ENSG00000250802	1	turquoise
ENSG00000250899	1	turquoise
ENSG00000250903	15	midnightblue
ENSG00000250942	12	tan
ENSG00000250988	11	greenyellow
ENSG00000251022	30	steelblue
ENSG00000251039	2	blue
ENSG00000251136	1	turquoise
ENSG00000251169	2	blue
ENSG00000251192	1	turquoise
ENSG00000251201	4	yellow
ENSG00000251209	4	yellow
ENSG00000251247	23	darkturquoise
ENSG00000251259	32	violet
ENSG00000251279	2	blue
ENSG00000251292	4	yellow
ENSG00000251301	5	green
ENSG00000251322	1	turquoise
ENSG00000251349	1	turquoise
ENSG00000251364	6	red
ENSG00000251369	1	turquoise
ENSG00000251393	2	blue
ENSG00000251432	1	turquoise
ENSG00000251442	13	salmon
ENSG00000251546	5	green
ENSG00000251562	7	black
ENSG00000251580	3	brown
ENSG00000251584	4	yellow
ENSG00000251600	1	turquoise
ENSG00000251602	1	turquoise
ENSG00000251615	30	steelblue
ENSG00000251634	31	paleturquoise
ENSG00000251637	3	brown
ENSG00000251867	16	lightcyan
ENSG00000252690	12	tan
ENSG00000253106	7	black
ENSG00000253132	5	green
ENSG00000253161	1	turquoise
ENSG00000253187	14	cyan
ENSG00000253200	6	red
ENSG00000253210	4	yellow
ENSG00000253234	5	green
ENSG00000253250	11	greenyellow
ENSG00000253251	2	blue
ENSG00000253276	1	turquoise
ENSG00000253293	1	turquoise
ENSG00000253304	1	turquoise
ENSG00000253313	2	blue
ENSG00000253320	26	darkorange
ENSG00000253352	1	turquoise
ENSG00000253368	10	purple
ENSG00000253414	10	purple
ENSG00000253438	1	turquoise
ENSG00000253508	13	salmon
ENSG00000253522	1	turquoise
ENSG00000253549	2	blue
ENSG00000253552	25	orange
ENSG00000253598	4	yellow
ENSG00000253626	11	greenyellow
ENSG00000253669	1	turquoise
ENSG00000253671	1	turquoise
ENSG00000253696	2	blue
ENSG00000253704	15	midnightblue
ENSG00000253710	17	grey60
ENSG00000253716	8	pink
ENSG00000253719	12	tan
ENSG00000253729	1	turquoise
ENSG00000253738	3	brown
ENSG00000253755	10	purple
ENSG00000253816	9	magenta
ENSG00000253818	2	blue
ENSG00000253846	9	magenta
ENSG00000253883	21	darkred
ENSG00000253910	17	grey60
ENSG00000253948	3	brown
ENSG00000253957	5	green
ENSG00000253958	2	blue
ENSG00000253982	2	blue
ENSG00000253998	4	yellow
ENSG00000254004	1	turquoise
ENSG00000254056	4	yellow
ENSG00000254087	1	turquoise
ENSG00000254093	21	darkred
ENSG00000254122	1	turquoise
ENSG00000254154	1	turquoise
ENSG00000254166	1	turquoise
ENSG00000254174	5	green
ENSG00000254206	28	skyblue
ENSG00000254231	22	darkgreen
ENSG00000254285	4	yellow
ENSG00000254290	1	turquoise
ENSG00000254319	2	blue
ENSG00000254343	10	purple
ENSG00000254369	25	orange
ENSG00000254395	5	green
ENSG00000254402	5	green
ENSG00000254413	4	yellow
ENSG00000254415	24	darkgrey
ENSG00000254469	15	midnightblue
ENSG00000254470	19	lightyellow
ENSG00000254473	3	brown
ENSG00000254505	2	blue
ENSG00000254521	25	orange
ENSG00000254528	27	white
ENSG00000254531	2	blue
ENSG00000254536	7	black
ENSG00000254614	2	blue
ENSG00000254635	1	turquoise
ENSG00000254645	2	blue
ENSG00000254681	1	turquoise
ENSG00000254682	3	brown
ENSG00000254685	2	blue
ENSG00000254701	9	magenta
ENSG00000254706	7	black
ENSG00000254709	5	green
ENSG00000254726	1	turquoise
ENSG00000254772	3	brown
ENSG00000254788	1	turquoise
ENSG00000254827	2	blue
ENSG00000254837	15	midnightblue
ENSG00000254838	9	magenta
ENSG00000254852	18	lightgreen
ENSG00000254858	11	greenyellow
ENSG00000254860	1	turquoise
ENSG00000254872	2	blue
ENSG00000254876	1	turquoise
ENSG00000254893	2	blue
ENSG00000254901	2	blue
ENSG00000254911	14	cyan
ENSG00000254929	29	saddlebrown
ENSG00000254986	19	lightyellow
ENSG00000254988	5	green
ENSG00000254996	6	red
ENSG00000254999	2	blue
ENSG00000255031	1	turquoise
ENSG00000255036	10	purple
ENSG00000255052	7	black
ENSG00000255100	33	darkolivegreen
ENSG00000255112	2	blue
ENSG00000255135	3	brown
ENSG00000255145	10	purple
ENSG00000255150	3	brown
ENSG00000255152	31	paleturquoise
ENSG00000255153	15	midnightblue
ENSG00000255154	22	darkgreen
ENSG00000255197	9	magenta
ENSG00000255198	3	brown
ENSG00000255224	3	brown
ENSG00000255248	1	turquoise
ENSG00000255284	10	purple
ENSG00000255302	3	brown
ENSG00000255310	6	red
ENSG00000255330	17	grey60
ENSG00000255339	2	blue
ENSG00000255367	25	orange
ENSG00000255423	9	magenta
ENSG00000255439	1	turquoise
ENSG00000255450	22	darkgreen
ENSG00000255468	5	green
ENSG00000255474	5	green
ENSG00000255508	10	purple
ENSG00000255517	3	brown
ENSG00000255526	3	brown
ENSG00000255529	2	blue
ENSG00000255545	5	green
ENSG00000255561	5	green
ENSG00000255639	5	green
ENSG00000255641	21	darkred
ENSG00000255663	23	darkturquoise
ENSG00000255690	26	darkorange
ENSG00000255717	1	turquoise
ENSG00000255737	1	turquoise
ENSG00000255760	14	cyan
ENSG00000255769	29	saddlebrown
ENSG00000255774	2	blue
ENSG00000255815	15	midnightblue
ENSG00000255819	5	green
ENSG00000255833	4	yellow
ENSG00000255837	10	purple
ENSG00000255857	3	brown
ENSG00000255872	2	blue
ENSG00000255874	1	turquoise
ENSG00000255920	10	purple
ENSG00000256028	1	turquoise
ENSG00000256043	22	darkgreen
ENSG00000256053	2	blue
ENSG00000256060	3	brown
ENSG00000256061	5	green
ENSG00000256073	3	brown
ENSG00000256087	8	pink
ENSG00000256092	10	purple
ENSG00000256128	11	greenyellow
ENSG00000256139	4	yellow
ENSG00000256223	10	purple
ENSG00000256229	26	darkorange
ENSG00000256235	2	blue
ENSG00000256262	4	yellow
ENSG00000256269	8	pink
ENSG00000256294	8	pink
ENSG00000256338	3	brown
ENSG00000256356	21	darkred
ENSG00000256433	1	turquoise
ENSG00000256500	1	turquoise
ENSG00000256514	2	blue
ENSG00000256525	1	turquoise
ENSG00000256537	21	darkred
ENSG00000256546	11	greenyellow
ENSG00000256591	13	salmon
ENSG00000256628	14	cyan
ENSG00000256643	4	yellow
ENSG00000256646	8	pink
ENSG00000256664	9	magenta
ENSG00000256671	1	turquoise
ENSG00000256683	13	salmon
ENSG00000256751	2	blue
ENSG00000256771	23	darkturquoise
ENSG00000256802	4	yellow
ENSG00000256806	3	brown
ENSG00000256894	6	red
ENSG00000256940	3	brown
ENSG00000257027	9	magenta
ENSG00000257084	2	blue
ENSG00000257086	3	brown
ENSG00000257093	1	turquoise
ENSG00000257103	20	royalblue
ENSG00000257108	3	brown
ENSG00000257135	1	turquoise
ENSG00000257167	24	darkgrey
ENSG00000257176	12	tan
ENSG00000257185	1	turquoise
ENSG00000257218	16	lightcyan
ENSG00000257242	12	tan
ENSG00000257261	3	brown
ENSG00000257303	2	blue
ENSG00000257315	1	turquoise
ENSG00000257335	4	yellow
ENSG00000257337	18	lightgreen
ENSG00000257341	5	green
ENSG00000257354	1	turquoise
ENSG00000257365	15	midnightblue
ENSG00000257379	6	red
ENSG00000257433	22	darkgreen
ENSG00000257524	4	yellow
ENSG00000257529	3	brown
ENSG00000257556	3	brown
ENSG00000257557	13	salmon
ENSG00000257594	9	magenta
ENSG00000257599	1	turquoise
ENSG00000257621	4	yellow
ENSG00000257660	2	blue
ENSG00000257698	13	salmon
ENSG00000257702	4	yellow
ENSG00000257704	21	darkred
ENSG00000257727	3	brown
ENSG00000257743	12	tan
ENSG00000257767	2	blue
ENSG00000257815	22	darkgreen
ENSG00000257842	2	blue
ENSG00000257923	17	grey60
ENSG00000257949	2	blue
ENSG00000258017	1	turquoise
ENSG00000258056	3	brown
ENSG00000258102	2	blue
ENSG00000258122	22	darkgreen
ENSG00000258227	1	turquoise
ENSG00000258289	2	blue
ENSG00000258301	1	turquoise
ENSG00000258311	4	yellow
ENSG00000258315	3	brown
ENSG00000258366	1	turquoise
ENSG00000258388	1	turquoise
ENSG00000258429	1	turquoise
ENSG00000258441	1	turquoise
ENSG00000258461	9	magenta
ENSG00000258474	3	brown
ENSG00000258484	1	turquoise
ENSG00000258498	4	yellow
ENSG00000258512	3	brown
ENSG00000258526	8	pink
ENSG00000258568	4	yellow
ENSG00000258634	1	turquoise
ENSG00000258643	25	orange
ENSG00000258644	2	blue
ENSG00000258647	4	yellow
ENSG00000258655	5	green
ENSG00000258659	2	blue
ENSG00000258667	1	turquoise
ENSG00000258677	3	brown
ENSG00000258708	6	red
ENSG00000258727	1	turquoise
ENSG00000258728	1	turquoise
ENSG00000258738	12	tan
ENSG00000258744	23	darkturquoise
ENSG00000258768	7	black
ENSG00000258790	4	yellow
ENSG00000258791	2	blue
ENSG00000258818	2	blue
ENSG00000258837	4	yellow
ENSG00000258839	1	turquoise
ENSG00000258890	1	turquoise
ENSG00000258920	2	blue
ENSG00000258947	1	turquoise
ENSG00000259024	18	lightgreen
ENSG00000259030	6	red
ENSG00000259045	2	blue
ENSG00000259065	15	midnightblue
ENSG00000259070	2	blue
ENSG00000259075	1	turquoise
ENSG00000259112	2	blue
ENSG00000259120	2	blue
ENSG00000259132	2	blue
ENSG00000259153	23	darkturquoise
ENSG00000259171	2	blue
ENSG00000259207	1	turquoise
ENSG00000259237	2	blue
ENSG00000259248	3	brown
ENSG00000259275	33	darkolivegreen
ENSG00000259291	9	magenta
ENSG00000259305	1	turquoise
ENSG00000259316	8	pink
ENSG00000259319	6	red
ENSG00000259330	27	white
ENSG00000259332	3	brown
ENSG00000259337	5	green
ENSG00000259341	12	tan
ENSG00000259342	5	green
ENSG00000259343	12	tan
ENSG00000259354	4	yellow
ENSG00000259363	4	yellow
ENSG00000259366	9	magenta
ENSG00000259370	4	yellow
ENSG00000259431	2	blue
ENSG00000259456	3	brown
ENSG00000259459	4	yellow
ENSG00000259494	2	blue
ENSG00000259498	12	tan
ENSG00000259500	15	midnightblue
ENSG00000259529	9	magenta
ENSG00000259583	2	blue
ENSG00000259605	10	purple
ENSG00000259612	3	brown
ENSG00000259623	1	turquoise
ENSG00000259642	2	blue
ENSG00000259663	18	lightgreen
ENSG00000259673	5	green
ENSG00000259674	5	green
ENSG00000259704	2	blue
ENSG00000259746	8	pink
ENSG00000259768	1	turquoise
ENSG00000259772	4	yellow
ENSG00000259781	1	turquoise
ENSG00000259823	2	blue
ENSG00000259842	5	green
ENSG00000259865	1	turquoise
ENSG00000259877	1	turquoise
ENSG00000259891	1	turquoise
ENSG00000259933	10	purple
ENSG00000259943	15	midnightblue
ENSG00000259953	1	turquoise
ENSG00000259956	1	turquoise
ENSG00000259959	1	turquoise
ENSG00000259972	1	turquoise
ENSG00000259974	12	tan
ENSG00000259976	1	turquoise
ENSG00000259985	13	salmon
ENSG00000260000	15	midnightblue
ENSG00000260007	2	blue
ENSG00000260025	2	blue
ENSG00000260027	2	blue
ENSG00000260032	1	turquoise
ENSG00000260075	7	black
ENSG00000260077	1	turquoise
ENSG00000260083	3	brown
ENSG00000260092	5	green
ENSG00000260101	5	green
ENSG00000260136	2	blue
ENSG00000260196	1	turquoise
ENSG00000260197	30	steelblue
ENSG00000260219	2	blue
ENSG00000260220	11	greenyellow
ENSG00000260231	2	blue
ENSG00000260233	1	turquoise
ENSG00000260236	1	turquoise
ENSG00000260238	33	darkolivegreen
ENSG00000260244	1	turquoise
ENSG00000260257	1	turquoise
ENSG00000260260	3	brown
ENSG00000260265	3	brown
ENSG00000260267	9	magenta
ENSG00000260273	2	blue
ENSG00000260274	2	blue
ENSG00000260280	1	turquoise
ENSG00000260296	28	skyblue
ENSG00000260306	1	turquoise
ENSG00000260314	4	yellow
ENSG00000260317	2	blue
ENSG00000260337	12	tan
ENSG00000260339	6	red
ENSG00000260342	15	midnightblue
ENSG00000260400	10	purple
ENSG00000260401	4	yellow
ENSG00000260418	21	darkred
ENSG00000260428	28	skyblue
ENSG00000260456	10	purple
ENSG00000260459	24	darkgrey
ENSG00000260526	33	darkolivegreen
